label,gait_speed,stride_time,stride_length,cadence,knee_rom,step_time_std
0,1.3457075619631647,0.9668012715007603,1.4400541434967749,122.5245177311297,50.24482405673082,0.01697820493137682
0,1.3191760604750928,1.0247005926125135,1.3479838610994854,108.17564857941136,64.39698987431414,0.03777791935428948
0,1.3099046046341825,1.1401792965574427,1.4061011210702457,108.1256602969341,61.843753920412496,0.02041117399171001
0,1.431767545196091,1.0460059271210997,1.3278165163745688,109.55256364476847,66.11270669337016,0.02845470517931198
0,1.235750826675534,1.0218293159609417,1.4138771022664018,117.92355251491263,62.063663057979944,0.03430821003007883
0,1.6212471401305693,1.0174867986892309,1.2885308725114155,108.48981817401697,63.079897112877475,0.041289722927208915
0,1.2829078813517687,0.9827874818429978,1.2510622541170513,120.20474230259761,63.71627085601721,0.03543154268305195
0,1.2001735439066958,1.0685729058453377,1.3640022970968875,116.7495087738321,64.35714388974095,0.03223595548774682
0,1.4018370344607842,1.0554063255591113,1.3846943278427981,120.05030580670832,52.71422090072167,0.026803287836426985
0,1.2294441018560807,0.9988897721405327,1.316982929852798,126.95953048987516,55.670844421533786,0.039682783545914806
0,1.0475695342576294,1.0232091976011382,1.3695303678126007,119.68977865087423,63.55613289896427,0.03793347235199925
0,1.2476912391627344,1.0130118565868347,1.4529571057508586,113.46956540094708,53.62156838331039,0.01866712785996519
0,1.1620821570997584,1.0897728595243013,1.367091088328468,120.52388283254214,57.86373676831733,0.031585396910767144
0,1.3938385590951006,1.025252276822381,1.4048130285068894,109.7045924714668,58.18473076717464,0.026182621060016707
0,1.120624053161644,1.0889577984628467,1.2936717191756733,115.0999529498215,62.403733294529545,0.03446531176029944
0,1.399807766345918,1.0421211612392463,1.2992042025547017,114.3622543127488,51.56332783020985,0.015528875275769126
0,1.1015950581468397,0.9702202537918815,1.3979729072068126,107.75616755711951,58.109187229803055,0.04299228297786065
0,1.246560404340786,1.109001245477367,1.2379658783988148,113.35649953705897,55.24988972544709,0.026609669240994373
0,1.4260462206186093,0.9118143661446121,1.402130837225503,116.90188481865822,57.02925022151603,0.015539421456115452
0,1.3108194261570805,1.0076405832748958,1.3779211453625646,115.17481716418754,68.00889445660458,0.027606443725269755
0,1.1464753761067203,1.0643420507965053,1.3763996020766118,125.8735006019235,64.17555622957289,0.03356871059149509
0,1.5194954336829343,0.9548989556541719,1.2732298160700304,107.5873924687558,58.05095098422116,0.01623313852443691
0,1.3952726420221606,1.0322221842320982,1.1735032446596811,106.87536735033967,61.56756923725098,0.03838126567894381
0,1.599509633753768,1.2831089972805865,1.3997291319931195,107.08369503974508,49.339768596343454,0.03267711462343836
0,1.1780588357034512,1.0167714191856252,1.2765483841128231,113.87367290866892,65.32990115393822,0.03157048567445345
0,1.2762047744441969,0.9671476997739351,1.1490380466354773,111.10953672741336,59.7310872459084,0.047679299135798825
0,1.319541178220933,1.1286191608818446,1.290084528175302,105.5204498686638,55.17441618883814,0.022747739354642468
0,1.6192704598652747,0.9842890656620491,1.4506187044483614,107.77658257530379,64.65786506437122,0.03384950966105863
0,1.2765043153512865,1.0467389979091652,1.2714254765484732,118.56857761185664,57.7250825982961,0.017743942362327517
0,1.1083093638520571,1.0638070334177696,1.5394909507692522,116.27993290858751,59.40680836945059,0.03285826139602543
0,1.4959002612560237,1.0675506001091086,1.3006887322999516,123.85030968047911,62.143782192308066,0.04535755991995992
0,1.327485165583286,0.95204247746236,1.1858208960905203,128.20742345784998,68.61832860391648,0.02820480786717399
0,1.2425219018296019,1.1669155433793763,1.2171545181547816,107.84218384835339,63.21663397344522,0.0260539487714041
0,1.2992317199919894,1.036924568118039,1.3905089458558721,126.25985489050973,60.452924534508725,0.036439387932768574
