sample_id,risk_label,left_accel_x,left_accel_y,right_accel_x,right_accel_y,left_gyro_z,right_gyro_z,step_index
1,Low,0.02437736638035451,0.8013318080696369,0.0769008034333527,0.7206512863246515,-1.2281969911462378,3.355880675489648,0
1,Low,0.11027466769068109,-0.6295346991559353,0.357879957905233,-0.6081537894345549,12.197531728161065,10.396430064409676,1
1,Low,0.437936287068753,0.46055921306883446,0.5528446034329971,0.4364205786048966,1.5614242418534539,-4.295593266596839,2
1,Low,0.6199019709856822,-0.418649669438135,0.7166341556349396,-0.2974355948098338,-10.21089318020978,-12.470304304602518,3
1,Low,0.5298630345225634,0.21782120707945474,0.8252303781493991,-0.05362686345534161,-1.5775117874348616,0.9343649730520118,4
1,Low,0.6909864794524337,0.12442529582648333,0.8944695510691254,0.021087222221762444,11.990845181210078,14.116409858378724,5
1,Low,0.8774222255206812,-0.2423028344765274,0.8269165676819942,-0.44656032203740714,5.587581831095352,0.45620632714352677,6
1,Low,0.8733806650785244,0.3406408412555426,0.8016690518605272,0.4291789672354229,-12.57423630298887,-10.783136532554245,7
1,Low,0.8867997776870317,-0.6057785182408739,0.8519232092356154,-0.5919063864048463,-5.8063710580229975,-2.1942967725444524,8
1,Low,0.7678355336292285,0.6673183731233292,0.6759831936775181,0.6010624605613273,9.490253403665578,10.36777292636475,9
1,Low,0.8152719363302313,-0.5668465793109714,0.4649111976900571,-0.6828549891604374,5.718874522337395,1.713565510405598,10
1,Low,0.6811528678024008,0.6152248558571211,0.3254709854610912,0.6673181597352458,-11.584291354950167,-12.349034706866718,11
1,Low,0.46928092726423204,-0.5106179364946808,0.17228767713490709,-0.443676622731609,-6.499909446148096,-1.5604373941208416,12
1,Low,0.37755067367984074,0.3136702234862173,0.10383123131451517,0.2825061174748376,8.879277425012889,10.047579391636614,13
1,Low,0.13470786396172757,-0.09258779309700053,-0.10932835581810642,-0.08312411080052258,6.487425952838081,6.315443629919288,14
